timestamp,course_enrolled,ccm_website,social_media,community_event,family_member_friend,current_ccm_student,ccm_alumni,high_school_teacher,high_school_counselor,in_app_advertisement,employer,billboard,television,radio,other_hear_about_ccm,affordable_cost,location_convenience,choice_of_programs,online_offerings,family_friend_referral,faculty_staff,college_reputation,financial_aid,scholarships,small_class_sizes,extra_curricular_opportunities,accepted_my_transfer_credits,negative_experience_at_another_college,nj_stars_program,ability_to_transfer_ccm_credits_to_a_4_year_school,get_college_credit_while_in_high_school,prior_to_applying_to_college_open_house,prior_to_applying_to_college_instant_decision_day,prior_to_applying_to_college_on_campus_information_session,prior_to_applying_to_college_titans_tuesday_virtual_information_session,prior_to_applying_to_college_women_who_dare,prior_to_applying_to_college_regional_college_fair,prior_to_applying_to_college_hs_sharetime_information_session,prior_to_applying_to_college_challenger_program,prior_to_applying_to_college_cybersecurity_information_protection_program_participation,prior_to_applying_to_college_information_session_at_my_high_school,prior_to_applying_to_college_campus_visit_with_my_high_school,prior_to_applying_to_college_campus_visit_individual,prior_to_applying_to_college_workforce_development_class,prior_to_applying_to_college_corporate_training,prior_to_applying_to_college_teen_arts_festival,prior_to_applying_to_college_summer_camp_at_ccm,middle_high_school_computing_class_impact,middle_high_school_computing_related_club_impact,computing_related_competitions_impact,afterschool_computing_related_camp_program_impact,summer_computing_related_camp_program_impact,an_ap_computing_class_impact,a_dual_enrollment_computing_class_impact,family_or_friend_influence_impact,family_or_friend_working_in_the_computing_field_impact,high_school_teacher_or_guidance_counselor_impact,employer_influence_impact,current_ccm_student_influence_impact,experience_at_work_impact,other_influence_impact,degree_program_currently_enrolled_in,to_get_a_job_in_the_computing_field_motivation,high_school_guidance_counselor_source,high_school_teacher_source,ccm_information_technologies_website_source,ccm_admissions_source,ccm_advisor_counselor_source,employer_source,ccm_workforce_development_source,nj_workforce_development_program_source,other_source,first_choice_or_changed_majors,interest_in_taking_more_computing_classes,explanation_for_interest_in_taking_more_computing_classes,gender,race_ethnicity,age
2020/09/23 1:35:16 PM EST,Computing 128 Computer Science I,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,,,High Impact,High Impact,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,High Impact,High Impact,High Impact,,High Impact,,,ShareTime CSIP Program,"To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,Black,18 and younger
2020/09/23 1:35:48 PM EST,Computing 128 Computer Science I,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,,No Impact,Some Impact,No Impact,Some Impact,,Some Impact,,,No Impact,No Impact,,,,High Impact,High Impact,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,,,,,High Impact,,,,,,,,Challenger Program,"Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program)",Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
2020/09/23 1:37:37 PM EST,Computing 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,Don't recall,No,Yes,No,No,Yes,High Impact,,High Impact,,High Impact,,Some Impact,,,,,,,,High Impact,High Impact,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,,,,,,Some Impact,,Some Impact,,,,,,High Impact,Challenger Program,"Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement",No,No,No,No,No,No,No,No,Yes,Engineering,,,Man,Hispanic/Latino,18 and younger
2020/09/23 2:19:17 PM EST,Computing 128 Computer Science I,Don't recall,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,Some Impact,,,,Some Impact,Some Impact,Yes,Not Sure,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,High Impact,,Some Impact,,,High Impact,,,,Some Impact,,,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field,No,No,No,Don't recall,No,No,No,No,Yes,First Choice,,,Non-binary,White/Caucasian,21-24
2020/09/23 2:38:34 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,No Impact,No Impact,,,,,,Undecided,,,,,,,,,,,,5.0,They're classes are helpful and the professors put in a lot of effort to make sure the class understands it.,Man,Hispanic/Latino,19-20
2020/09/23 2:38:59 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;To keep current in tech industry;Financial,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,First Choice,,,Man,Asian,19-20
2020/09/23 2:39:06 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Yes,Not Sure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,"Information Technology, Applied Associate of Science","To get a job in the computing field;Transfer to bachelor's level program;Transfer credits back to HS degree (ShareTime, Challenger Program);Career Advancement;Career Change;Professional Development;Job Displacement;Relocation;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment;I like IT",Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Prefer not to say,Hispanic/Latino;Choose not to reply,25-34
2020/09/23 2:39:22 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Don't recall,Yes,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Yes,Not Sure,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Professional Development,No,No,No,No,No,No,No,No,No,Liberal Arts ,,,Man,Asian,21-24
2020/09/23 2:39:33 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No,Not Sure,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;IT Industry Certifications;Financial,Yes,No,Yes,No,No,No,No,No,No,First Choice,,,Man,Asian,18 and younger
2020/09/23 2:39:44 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Undecided,,,,,,,,,,,,4.0,I would be interested in taking another computing class because it expands on my knowledge in the information technology field.,Man,Asian,18 and younger
2020/09/23 2:39:51 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,,,,,,High Impact,,,,,,,Some Impact,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,,,,,,,High Impact,,,,,,,"Computer Science, Associate of Science",To get a job in the computing field,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Asian,18 and younger
2020/09/23 2:40:06 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Financial,No,No,Yes,Yes,No,No,No,No,No,Computer Science,,,Man,Asian,19-20
2020/09/23 2:40:11 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,,,High Impact,High Impact,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;Financial;Personal Enrichment,Yes,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,Hispanic/Latino,19-20
2020/09/23 2:40:12 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,Yes,Yes,No,No,Yes,No,No,No,No,First Choice,,,Man,Black,19-20
2020/09/23 2:40:53 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,,High Impact,High Impact,High Impact,High Impact,,High Impact,High Impact,,,,,,Yes,Not Sure,Yes,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Yes,Yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Yes,High Impact,High Impact,,Some Impact,Some Impact,,,No Impact,No Impact,No Impact,,No Impact,No Impact,,"Information Technology, Applied Associate of Science",To get a job in the computing field;Career Advancement;Career Change;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,First Choice,,,Man,White/Caucasian,19-20
2020/09/23 2:41:18 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,Some Impact,Some Impact,,,High Impact,,,Some Impact,No Impact,No Impact,,No Impact,High Impact,No Impact,Yes,Yes,No,No,No,Yes,No,No,No,Not Sure,No,Yes,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Professional Development;To keep current in tech industry;IT Industry Certifications;Financial;Personal Enrichment,Yes,Yes,No,No,Yes,No,No,No,No,Music Recording,,,Man,White/Caucasian,19-20
2020/09/23 2:42:50 PM EST,Computing 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,,No Impact,,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Information Technology, Applied Associate of Science",Career Change,Yes,Yes,Yes,No,No,No,No,No,No,Biology,,,Man,Asian,19-20
2020/09/23 2:42:53 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,Yes,No,No,No,No,Business Administration ,,,Man,Hispanic/Latino,21-24
2020/09/23 2:46:06 PM EST,Computing 131 Fundamentals of Programming (Python),Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,Don't recall,Some Impact,High Impact,Some Impact,Some Impact,,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Sure,Not Sure,Not Sure,No,No,Not Sure,Yes,No,No,Yes,No,Not Sure,Not Sure,Not Sure,No,Yes,Some Impact,Some Impact,,,Some Impact,No Impact,,High Impact,Some Impact,High Impact,Some Impact,,,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field,Yes,No,No,Don't recall,No,No,No,No,Don't recall,First Choice,,,Prefer not to say,Hispanic/Latino;Choose not to reply,19-20
2020/09/23 4:10:09 PM EST,Computing 128 Computer Science I,Don't recall,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,High Impact,No Impact,Some Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"CIS Game Development Option, Applied Associate of Science",To get a job in the computing field;To keep current in tech industry,Yes,Yes,Yes,No,Don't recall,No,No,No,No,First Choice,,,Woman,Hispanic/Latino;White/Caucasian;Multi-Racial,18 and younger
2020/09/23 9:11:48 PM EST,Computing 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,"Information Technology, Applied Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Career Change;Professional Development;IT Industry Certifications;Financial;Personal Enrichment,No,No,No,No,Yes,No,No,No,No,Business Administration ,,,Man,Hispanic/Latino,21-24
2020/09/23 9:30:16 PM EST,Computing 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,business admin,,,,,,,,,,,,2.0,The learning curve seems to be very very steep,Man,White/Caucasian,21-24
2020/09/23 10:23:41 PM EST,Computing 120 Foundations of Information Security,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Information Security Certificate of Achievement,To get a job in the computing field;IT Industry Certifications,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,21-24
2020/09/23 10:35:25 PM EST,Computing 128 Computer Science I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,Some Impact,High Impact,High Impact,,,High Impact,,,No Impact,High Impact,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,High Impact,,,,,,High Impact,"Computer Science, Associate of Science",To get a job in the computing field;Career Change;Job Displacement,No,No,Yes,No,No,No,No,No,Don't recall,Hospitality Major,,,Woman,Asian,25-34
2020/09/23 11:19:37 PM EST,Computing 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,High Impact,Some Impact,High Impact,No Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,,,,,No,No,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,,Information Technology ,,,,,,,,,,,,4.0,"As i i have selected 4 so obviously i would be interested in this computing classes, i am sure these classes will help me to build my website in future.",Man,Asian,19-20
2020/09/24 12:42:08 AM EST,Computing 128 Computer Science I,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,Business Administration,,,,,,,,,,,,5.0,Professor Stoll is my professor for CMP-128 and so far class seems like it is going to be very informational and fun at the same time! ,Woman,Asian;White/Caucasian,21-24
2020/09/24 11:08:21 AM EST,Computing 239 Internet & Web Design,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Financial,No,No,Yes,Yes,No,No,No,No,No,First Choice,,,Man,Hispanic/Latino,19-20
2020/09/24 11:10:48 AM EST,Computing 239 Internet & Web Design,No,Don't recall,Don't recall,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Some Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,"Digital Media Technology, Applied Associate of Science",Professional Development;Financial;Personal Enrichment,Yes,Yes,No,No,Yes,No,No,No,No,computer science ,,,Man,Black,18 and younger
2020/09/24 11:19:18 AM EST,Computing 128 Computer Science I,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Some Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,High Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,"Computer Science, Associate of Science",To get a job in the computing field;Transfer to bachelor's level program;Career Advancement;Professional Development;To keep current in tech industry;IT Industry Certifications;Personal Enrichment,Yes,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
